,Price,Levy,Manufacturer,Model,Age Of Car,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
17719,22000,640.0,BMW,528,7,9,1,5,2.0 Turbo,110909,4,0,0,4-5,0,14,12
17720,28909,831.0,HYUNDAI,Elantra,3,9,1,4,1.6,37029,4,0,1,4-5,0,7,4
17721,34811,690.0,LEXUS,RX 450,4,4,1,2,3.5,0,6,0,1,4-5,0,7,12
17722,40769,906.8381278879118,LEXUS,ES 300,7,9,1,2,2.5,8700,12,2,1,4-5,0,14,12
17723,7840,906.8381278879118,VOLKSWAGEN,Golf,16,3,0,5,1.6,106000,4,2,1,4-5,1,12,12
17724,3450,831.0,HYUNDAI,Sonata,9,9,1,2,2.4,224349,4,0,1,4-5,0,7,0
17725,9879,1058.0,TOYOTA,Highlander,8,4,1,2,3.5,157211,6,0,0,4-5,0,14,12
17726,1960,777.0,TOYOTA,Camry,6,9,1,5,2.5,0,4,0,1,4-5,0,1,12
17727,36219,639.0,HYUNDAI,Tucson,6,4,1,5,2,102000,4,0,1,4-5,0,7,4
17728,97219,906.8381278879118,LEXUS,GX 460,5,4,1,5,4.6,57000,8,0,0,4-5,0,14,12
17729,26510,640.0,HYUNDAI,Santa FE,7,4,1,1,2,42582,4,0,1,4-5,0,12,4
17730,46728,1811.0,LEXUS,GX 460,10,4,1,5,4.6,260771,8,0,0,4-5,0,1,0
17731,16904,769.0,HYUNDAI,Santa FE,9,4,1,1,2.2,208726,4,0,1,4-5,0,12,4
17732,15681,640.0,FORD,C-MAX,7,3,1,2,2,150000,4,2,1,4-5,0,1,0
17733,65996,1079.0,HYUNDAI,Santa FE,2,4,1,1,2,28000,4,0,1,4-5,0,1,4
17734,9408,906.8381278879118,MERCEDES-BENZ,S 600,20,9,1,5,5.8,112000,12,2,2,4-5,0,12,12
17736,20814,730.0,HYUNDAI,Elantra,4,9,1,5,1.6,83814,4,0,1,4-5,0,1,4
17737,39722,765.0,HYUNDAI,Sonata,5,9,1,5,2,64512,4,0,1,4-5,0,7,4
17738,36065,1104.0,HYUNDAI,Grandeur,5,9,1,4,3,36000,6,0,1,4-5,0,1,12
17739,1176,1736.0,BMW,X6,10,4,1,5,4.4,0,8,0,0,4-5,0,7,12
17740,13172,891.0,HYUNDAI,Sonata,4,9,1,4,2,475406,4,0,1,4-5,0,8,4
17741,8781,789.0,CHEVROLET,Cruze,11,9,1,1,1.6,75367,4,0,1,4-5,0,12,4
17742,13172,906.8381278879118,TOYOTA,Prius,12,9,0,5,1.4,210000,4,0,1,4-5,0,5,4
17743,12231,1266.0,HONDA,FIT,6,3,0,2,1.5,70000,4,0,1,4-5,1,12,2
17744,17000,562.0,CHEVROLET,Cruze,5,9,1,5,1.4 Turbo,89000,4,2,1,4-5,0,1,10
17745,15367,906.8381278879118,HONDA,Step Wagon RG2 SPADA,11,7,0,4,2,160000,4,0,1,4-5,1,1,2
17746,11563,645.0,CHEVROLET,Cruze,9,9,1,5,1.8,171960,4,0,1,4-5,0,14,4
17747,24500,919.0,BMW,X5,8,4,1,5,3.0 Turbo,1000,6,0,0,4-5,0,14,12
17748,9408,906.8381278879118,SUBARU,Legacy b4,17,9,1,5,2.0 Turbo,16000,4,2,0,4-5,1,14,4
17750,3136,781.0,TOYOTA,Camry,8,9,1,2,2.5,159379,4,0,1,4-5,0,14,12
17751,6272,906.8381278879118,BMW,745,19,9,1,5,3.6,218000,8,0,2,4-5,0,12,10
17752,12231,906.8381278879118,TOYOTA,Prius,13,3,0,2,1.5,297600,4,3,1,4-5,0,14,4
17755,15681,891.0,HYUNDAI,Sonata,4,9,1,4,2,236272,4,0,1,4-5,0,12,4
17757,31361,906.8381278879118,FORD,Transit,12,6,0,1,2.4 Turbo,137500,4,1,2,4-5,0,14,0
17758,4968,419.0,NISSAN,March,7,3,1,5,1.2,96240,4,0,1,4-5,0,1,4
17759,12000,906.8381278879118,MITSUBISHI,Pajero IO,17,4,0,5,1.8,168198,4,0,0,4-5,0,14,4
17760,87811,906.8381278879118,BMW,750,7,9,1,5,4.4 Turbo,92000,8,2,2,4-5,0,14,12
17761,15681,906.8381278879118,BMW,X5,18,4,1,1,3.0 Turbo,292000,8,2,0,4-5,0,12,10
17762,8154,906.8381278879118,TOYOTA,Noah,17,7,0,5,2,233000,4,0,1,4-5,1,12,2
17763,43905,1249.0,TOYOTA,RAV 4,3,4,0,5,2.5,63000,4,0,0,4-5,0,12,12
17764,13300,906.8381278879118,FORD,Taurus,6,9,1,5,3.7,290000,6,0,0,4-5,0,12,6
17765,11563,836.0,HYUNDAI,Tucson,10,4,1,1,2,114000,4,0,1,4-5,0,12,4
17766,15994,1172.0,MERCEDES-BENZ,E 350,9,1,1,1,3.5,170429,6,0,2,2-3,0,12,12
17767,10349,5681.0,MITSUBISHI,Pajero,24,4,0,5,2.4,169800,4,0,0,2-3,1,11,2
17768,17249,259.0,VOLKSWAGEN,Jetta Hybrid,6,9,1,2,1.4 Turbo,92473,4,0,1,4-5,0,1,12
17769,1646,1249.0,TOYOTA,Camry,3,9,1,5,2.5,154562,4,0,1,4-5,0,1,12
17771,1803,574.0,HONDA,Insight,10,3,1,2,1.3,187312,4,0,1,4-5,0,2,0
17772,8148,1236.0,HONDA,FIT NAVI PREMIUM,9,3,0,2,1.3,99000,4,2,1,4-5,1,12,4
17774,25512,836.0,HYUNDAI,Tucson,10,4,1,1,2,118514,4,0,1,4-5,0,7,4
17775,16621,862.0,VOLKSWAGEN,Passat,9,9,1,5,2.5,107000,5,2,1,4-5,0,14,8
17776,40456,397.0,TOYOTA,Prius,4,9,1,2,1.8,30000,4,3,1,4-5,0,7,10
17777,10036,5603.0,HYUNDAI,Sonata,6,9,1,4,20,333686,4,0,1,4-5,0,12,4
17778,32929,906.8381278879118,LEXUS,RX 400,12,4,1,2,3.3,132800,6,0,0,4-5,0,14,12
17780,12231,640.0,FORD,Focus,7,3,0,5,2,154000,4,0,1,4-5,0,1,6
17781,18503,730.0,HYUNDAI,Elantra,4,9,1,4,1.6,30312,4,0,1,4-5,0,7,4
17782,14583,831.0,HYUNDAI,Accent SE,3,3,0,5,1.6,43488,4,0,1,4-5,0,1,6
17783,10036,906.8381278879118,HONDA,Cr-v,18,4,0,0,2.4,194500,4,0,0,4-5,0,2,6
17784,12231,612.0,CHEVROLET,Cruze,10,9,1,5,1.4,119000,6,2,1,4-5,0,14,16
17785,23521,586.0,MERCEDES-BENZ,C 250,8,9,1,5,1.8,47000,4,0,2,4-5,0,14,0
17786,22580,353.0,TOYOTA,Prius,5,9,0,2,1.8,92430,4,0,1,4-5,0,14,10
17787,44878,1017.0,HYUNDAI,Tucson,3,4,1,1,2,63478,4,0,1,4-5,0,12,4
17788,8154,906.8381278879118,TOYOTA,Vitz,15,3,0,5,1,200000,4,3,1,4-5,1,12,4
17789,17249,562.0,CHEVROLET,Cruze,5,9,1,5,1.4 Turbo,72126,4,2,1,4-5,0,3,8
17790,62023,971.0,MERCEDES-BENZ,E 220,4,9,1,1,2.2 Turbo,121400,4,2,2,4-5,0,1,12
17791,1254,906.8381278879118,TOYOTA,Prius,8,3,0,2,1.8,100000,4,0,1,4-5,0,14,0
17792,3763,891.0,LEXUS,IS 200,4,9,1,5,2,58328,4,0,2,4-5,0,14,12
17793,18817,906.8381278879118,TOYOTA,Prius,9,9,0,5,1.8,167394,4,0,1,4-5,0,7,8
17794,20005,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,107179,4,0,1,4-5,0,14,4
17795,7840,906.8381278879118,DAIHATSU,Terios,18,4,0,5,1.3,10000,4,1,0,4-5,0,6,0
17796,31204,1079.0,MITSUBISHI,Outlander sport,2,4,1,5,2.0 Turbo,36534,5,0,1,4-5,0,11,12
17797,38063,891.0,HYUNDAI,Santa FE,4,4,1,1,2,147786,4,0,1,4-5,0,14,4
17798,8154,906.8381278879118,MERCEDES-BENZ,E 270,20,9,1,1,2.7 Turbo,290000,5,0,2,4-5,0,2,12
17799,20266,707.0,SSANGYONG,REXTON,9,4,1,1,2,256175,4,0,1,4-5,0,1,4
17800,7527,906.8381278879118,OPEL,Meriva,17,3,0,1,1.7 Turbo,319000,4,1,1,4-5,0,1,0
17801,23207,906.8381278879118,FORD,C-MAX,6,3,1,6,2,65000,4,0,1,4-5,0,11,8
17802,50651,1091.0,CHEVROLET,Impala,4,9,1,5,2.5,66522,4,0,1,4-5,0,12,4
17803,10036,777.0,TOYOTA,Camry,6,9,1,5,2.5,267398,4,0,1,4-5,0,14,10
17804,10349,988.0,TOYOTA,Prius,13,3,0,2,1.5,0,4,0,1,4-5,0,6,8
17805,36065,915.0,MASERATI,Ghibli,6,9,1,5,3,40000,6,0,0,4-5,0,1,12
17806,15323,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,172253,4,0,1,4-5,0,1,4
17807,8467,639.0,HYUNDAI,Sonata,6,9,1,4,2,698359,4,0,1,4-5,0,8,4
17808,24000,2265.0,TOYOTA,CHR,1,4,1,2,1.5,6000,4,0,1,4-5,1,14,8
17809,16452,836.0,HYUNDAI,Genesis,10,1,1,5,2,106526,4,0,1,4-5,0,11,4
17810,9408,906.8381278879118,OPEL,Astra,22,9,1,5,1.6,175000,4,1,1,4-5,0,2,4
17811,10663,906.8381278879118,TOYOTA,Prius,12,3,1,2,1.5,207000,4,0,1,4-5,0,12,8
17812,10036,843.0,RENAULT,Scenic,12,7,0,1,1.5 Turbo,173000,4,1,1,4-5,0,2,12
17813,25004,528.0,HYUNDAI,Elantra,6,9,1,5,1.6,52569,4,0,1,4-5,0,14,4
17814,9095,906.8381278879118,NISSAN,X-Terra,17,4,0,5,3.3,200000,6,1,0,4-5,0,12,10
17815,2038,697.0,HONDA,Civic,5,9,1,5,1.8,80542,4,0,1,4-5,0,7,12
17816,6429,463.0,TOYOTA,Prius,2,3,1,2,1.8,0,4,0,1,4-5,0,1,12
17817,6272,503.0,HONDA,Civic Hybrid,8,9,1,2,1.5,141302,4,3,1,4-5,0,13,12
17818,30734,1405.0,BMW,335,11,0,1,5,3.0 Turbo,59700,6,2,2,2-3,0,1,7
17819,26594,1079.0,CHEVROLET,Orlando,2,4,1,4,2,140070,4,0,1,4-5,0,7,4
17821,7150,906.8381278879118,NISSAN,Tiida,15,3,0,5,1.5,0,4,3,1,4-5,1,1,6
17822,18817,906.8381278879118,HYUNDAI,Sonata,7,9,1,5,2,92479,4,2,1,4-5,0,2,10
17823,21950,906.8381278879118,TOYOTA,Prius,6,3,0,2,1.8,107000,4,3,1,4-5,0,4,12
17825,25889,528.0,HYUNDAI,Elantra,6,9,1,5,1.6,131000,4,0,1,4-5,0,14,4
17826,14069,687.0,HYUNDAI,Elantra,10,9,1,5,1.6,100403,4,0,1,4-5,0,14,4
17827,9252,961.0,KIA,Sportage,11,4,1,1,2,53986,4,0,1,4-5,0,14,4
17828,8781,906.8381278879118,FORD,Escape სასწრაფოდ,19,4,1,5,3.0 Turbo,199283,6,0,0,4-5,0,5,6
17829,2100,906.8381278879118,NISSAN,March,18,9,0,5,1.2,140000,2,0,1,4-5,1,13,0
17830,7997,1850.0,LEXUS,RX 400,12,4,1,2,3.5,244731,6,0,1,4-5,0,1,12
17831,6611,1282.0,KIA,Sportage,13,4,1,1,2,142654,4,0,1,4-5,0,12,4
17834,5018,1399.0,LEXUS,RX 450,10,4,1,2,3.5,167222,6,0,0,4-5,0,1,12
17835,1568,1493.0,MERCEDES-BENZ,E 350,4,9,1,1,3.5,77205,6,0,2,4-5,0,7,12
17836,18826,583.0,HYUNDAI,Elantra,9,9,1,5,1.6,87210,4,0,1,4-5,0,12,4
17837,9095,906.8381278879118,BMW,528,20,9,1,5,2.8,333000,6,2,2,4-5,0,2,8
17838,3136,781.0,TOYOTA,Camry,8,9,1,2,2.5,159379,4,0,1,4-5,0,14,12
17839,3000,906.8381278879118,VOLKSWAGEN,Polo,25,9,0,5,1.4,0,4,1,1,2-3,0,2,2
17840,14113,906.8381278879118,HONDA,Insight,11,3,0,2,1.3,111000,4,2,1,4-5,0,12,6
17841,31349,777.0,HYUNDAI,H1,6,7,1,1,2.5,152469,4,0,1,4-5,0,1,4
17842,16935,353.0,LEXUS,CT 200h,5,3,1,2,1.8,94949,4,0,1,4-5,0,14,0
17844,27284,259.0,CHEVROLET,Volt,6,9,0,6,1.4,121000,4,2,1,4-5,0,14,10
17845,16621,1172.0,MERCEDES-BENZ,E 350,9,9,1,1,3.5,119379,6,0,0,4-5,0,12,12
17846,29793,906.8381278879118,BMW,"Z4 3,0 SI",13,1,1,5,3,210000,6,2,2,2-3,0,12,6
17847,18817,906.8381278879118,TOYOTA,Corolla,8,9,0,4,1.8,127000,4,0,1,4-5,0,14,6
17849,21953,906.8381278879118,HONDA,Civic Hybrid,6,9,0,2,1.5,140000,4,0,1,4-5,0,7,12
17851,9722,1675.0,FORD,Transit,16,6,0,1,2,200000,4,1,1,2-3,0,14,0
17852,40926,730.0,SSANGYONG,Actyon,4,4,1,1,1.6,46916,4,0,1,4-5,0,12,4
17854,16935,650.0,VOLKSWAGEN,Jetta 1.4 TURBO,4,9,0,5,1.4 Turbo,97000,4,2,1,4-5,0,1,8
17855,1333,1053.0,LEXUS,ES 350,6,9,1,5,3.5,179358,6,0,1,4-5,0,11,12
17856,5331,906.8381278879118,SUBARU,Forester,19,10,0,5,2.0 Turbo,0,4,0,0,4-5,1,12,2
17857,13485,906.8381278879118,TOYOTA,Aqua,8,9,0,2,1.5,147431,3,2,1,4-5,1,14,5
17858,37476,1017.0,TOYOTA,CHR,3,4,0,5,2,36099,4,0,1,4-5,0,12,10
17859,70678,1079.0,HYUNDAI,Sonata,2,9,1,5,2,34704,4,0,1,4-5,0,7,4
17861,8781,431.0,FORD,Fusion,4,9,1,2,2,194974,4,0,1,4-5,0,1,0
17862,21012,738.0,CHEVROLET,Cruze,3,3,0,5,1.4 Turbo,66000,4,2,1,4-5,0,12,8
17863,19416,583.0,HYUNDAI,Elantra,9,9,1,5,1.6,120581,4,0,1,4-5,0,12,4
17864,1882,3112.0,HONDA,FIT,19,3,0,5,1.3,0,6,0,1,4-5,1,14,4
17865,14113,986.0,TOYOTA,Camry,10,9,1,2,2.4,80000,4,2,1,4-5,0,12,7
17866,34811,690.0,LEXUS,RX 450,4,4,1,2,3.5,0,6,0,1,4-5,0,7,12
17867,18817,906.8381278879118,HYUNDAI,Elantra,8,9,1,5,1.8,81250,4,0,1,4-5,0,12,12
17868,150533,906.8381278879118,JAGUAR,F-type R,5,9,1,5,5.0 Turbo,31000,8,2,2,2-3,0,8,6
17869,31361,906.8381278879118,BUICK,Encore,4,4,1,5,1.4,24000,4,0,1,4-5,0,14,0
17870,54568,1363.0,LEXUS,GX 460,8,4,1,5,4.6,255406,8,0,0,4-5,0,1,0
17872,40983,934.0,HYUNDAI,H1,5,10,1,1,2.5,112718,4,0,1,4-5,0,12,4
17874,17562,906.8381278879118,TOYOTA,Prius,10,3,0,2,1.8,71000,4,3,1,4-5,0,7,12
17875,8154,906.8381278879118,HONDA,Civic,16,9,0,0,1.7,135000,4,3,1,4-5,1,14,2
17876,4861,1058.0,MERCEDES-BENZ,E 350,8,9,1,1,3.5,128202,6,0,2,4-5,0,1,12
17878,33243,765.0,HYUNDAI,Santa FE,5,4,1,1,2,175126,4,0,1,4-5,0,1,4
17879,28225,906.8381278879118,KIA,Optima,6,9,1,2,2.4,43000,6,0,1,4-5,0,14,4
17882,2274,862.0,TOYOTA,Camry,9,9,1,5,2.5,190698,4,0,1,4-5,0,7,12
17883,7213,746.0,TOYOTA,Prius,11,9,0,2,1.5,271256,4,0,1,4-5,0,7,8
17884,9095,906.8381278879118,TOYOTA,Ist,16,9,0,5,1.3,151000,4,0,1,4-5,1,14,2
17885,4861,1058.0,MERCEDES-BENZ,E 350,8,9,1,1,3.5,128202,6,0,2,4-5,0,1,12
17886,3763,906.8381278879118,OPEL,Astra,26,2,0,5,1.4,21000,4,1,1,4-5,0,11,4
17887,20071,934.0,TOYOTA,Camry,5,9,1,5,2.5,86357,4,0,1,4-5,0,2,12
17888,20149,583.0,HYUNDAI,Elantra,9,9,1,5,1.6,136292,4,0,1,4-5,0,14,4
17889,11917,906.8381278879118,SUBARU,Forester L.L.BEAN,16,4,1,0,2.5,220000,4,0,0,4-5,0,6,5
17890,22549,629.0,HYUNDAI,Elantra,5,9,1,1,1.6,110000,4,0,1,4-5,0,12,4
17891,17249,900.0,HYUNDAI,Sonata SE,5,9,0,5,2.4,84000,4,2,1,4-5,0,12,12
17892,9408,843.0,TOYOTA,Prius,12,3,0,2,1.5,200000,4,0,1,4-5,0,7,8
17893,15681,906.8381278879118,FORD,Transit,17,6,0,1,2.4 Turbo,250000,4,1,2,4-5,0,14,2
17894,20385,584.0,HYUNDAI,Elantra,6,9,1,5,1.8,179200,4,2,1,4-5,0,1,12
17895,12544,751.0,KIA,Optima,7,9,1,2,2.4,110898,4,0,1,4-5,0,1,12
17896,20385,906.8381278879118,FORD,Transit,13,6,0,1,2.4,0,2,1,1,4-5,0,12,0
17897,12544,765.0,HYUNDAI,Sonata,5,9,1,4,2,472279,4,0,1,4-5,0,8,4
17899,31361,934.0,MAZDA,Mazda 6,5,9,1,5,2.5,174000,4,2,1,4-5,0,14,12
17900,14113,586.0,TOYOTA,Prius,8,3,0,2,1.8,228751,4,0,1,4-5,0,1,12
17901,10976,906.8381278879118,BMW,M5,16,1,0,5,2.5,111111,6,1,2,2-3,0,14,12
17902,7000,906.8381278879118,MERCEDES-BENZ,S 500 67,21,9,1,0,3.2,6789,6,2,2,4-5,0,2,10
17903,20698,917.0,AUDI,Q7,7,4,1,1,3,194342,6,0,0,4-5,0,14,12
17904,46728,1811.0,LEXUS,GX 460,10,4,1,5,4.6,260771,8,0,0,4-5,0,1,0
17905,4704,906.8381278879118,OPEL,Astra,22,9,0,5,1.6,333333,4,1,1,4-5,0,7,0
17906,25716,474.0,CHEVROLET,Volt,7,3,1,6,1.4,91000,4,3,1,4-5,0,7,10
17907,20438,642.0,SSANGYONG,Korando,8,4,1,1,2,175346,4,0,1,4-5,0,14,4
17908,25716,906.8381278879118,KIA,Sportage,8,4,0,5,2.4,136000,4,2,0,4-5,0,7,10
17909,5488,906.8381278879118,MERCEDES-BENZ,200,20,9,0,0,2,0,4,1,2,4-5,0,1,2
17910,30326,777.0,HYUNDAI,H1,6,10,1,1,2.5,245603,4,0,1,4-5,0,1,4
17911,2000,906.8381278879118,AUDI,A4,20,3,0,5,2.8,1000,5,0,1,4-5,0,9,3
17913,8781,906.8381278879118,SUZUKI,Swift,11,9,0,5,1.3,150000,4,0,1,4-5,1,1,12
17914,8938,1203.0,PORSCHE,Cayenne,9,4,1,2,3.6,112742,6,0,0,4-5,0,2,12
17915,5018,490.0,HONDA,Insight,9,3,0,2,1.3,195703,4,2,1,4-5,0,7,6
17916,9408,1236.0,HONDA,Fit Aria,9,3,1,2,1.3,121000,4,0,1,4-5,1,12,2
17917,17249,906.8381278879118,MAZDA,CX-7,10,4,0,5,2.5,273600,4,2,1,4-5,0,1,8
17918,17249,906.8381278879118,TOYOTA,RAV 4,17,4,0,5,2,126400,4,0,0,4-5,0,12,4
17919,3293,530.0,NISSAN,Juke,7,4,1,5,1.6,153888,4,0,0,4-5,0,14,0
17920,36899,1091.0,HYUNDAI,H1,4,7,1,1,2.5,90132,4,0,1,4-5,0,12,4
17921,7527,642.0,HYUNDAI,Sonata,8,9,1,4,2,453075,4,0,1,4-5,0,12,4
17922,30887,629.0,HYUNDAI,Elantra,5,9,1,1,1.6,51966,4,0,1,4-5,0,12,4
17923,9408,988.0,TOYOTA,Prius,13,3,0,2,1.5,194098,4,0,1,4-5,0,2,0
17924,7840,906.8381278879118,OPEL,Vectra,20,3,0,0,1.8,268000,4,1,1,4-5,0,12,4
17927,3000,906.8381278879118,HYUNDAI,Getz,12,9,0,5,1.4,180000,4,0,1,4-5,0,12,0
17928,8781,961.0,CHEVROLET,Captiva,11,4,1,1,2,54258,4,0,1,4-5,0,14,4
17929,17876,906.8381278879118,HONDA,Cr-v,14,4,1,5,2.4,127000,4,0,0,4-5,0,1,8
17930,54568,1363.0,LEXUS,GX 460,8,4,1,5,4.6,255406,8,0,0,4-5,0,1,0
17932,29094,831.0,HYUNDAI,Elantra,3,9,1,5,1.6,84000,4,0,1,4-5,0,14,4
17933,17876,906.8381278879118,OPEL,INSIGNIA,9,9,1,5,2,180000,4,2,1,4-5,0,14,4
17934,16621,585.0,VOLKSWAGEN,Jetta,7,9,1,5,1.8,68000,4,2,1,4-5,0,12,10
17935,5018,1624.0,MERCEDES-BENZ,E 350,11,9,1,1,3.5,109139,6,0,2,4-5,0,1,12
17936,11604,906.8381278879118,MERCEDES-BENZ,ML 320 AMG,18,4,1,0,3.2,203000,6,2,0,4-5,0,1,8
17937,21805,707.0,HYUNDAI,H1,9,6,1,1,2,55622,4,0,1,4-5,0,12,4
17938,2666,1079.0,BMW,320,2,9,1,5,2,25323,4,0,0,4-5,0,1,12
17939,21012,1185.0,FORD,Escape escape,11,4,1,2,2.5,214400,4,0,0,4-5,0,14,6
17941,23521,906.8381278879118,FORD,Escape,7,4,1,5,1.6,192000,4,2,1,4-5,0,6,10
17942,11604,834.0,OPEL,Zafira,11,7,0,1,1.7,187000,4,1,1,4-5,0,12,8
17944,14426,761.0,TOYOTA,Prius,10,9,0,2,1.8,228800,4,0,1,4-5,0,12,6
17945,11290,639.0,HYUNDAI,Sonata,6,9,1,4,2,520393,4,0,1,4-5,0,12,4
17946,1646,531.0,KIA,RIO,8,3,1,5,1.6,172347,4,0,1,4-5,0,11,12
17949,4704,1366.0,OPEL,Astra,23,10,0,5,1.6,443033,4,1,1,4-5,0,2,2
17950,17305,836.0,HYUNDAI,Sonata,10,9,1,5,2,158000,4,0,1,4-5,0,7,4
17951,26343,906.8381278879118,HYUNDAI,Elantra,4,9,1,5,2,92000,4,0,1,4-5,0,2,12
17952,50184,891.0,HYUNDAI,Santa FE,4,4,1,1,2,122497,4,0,1,4-5,0,2,4
17953,18503,906.8381278879118,TOYOTA,RAV 4,14,4,0,5,2.4,135000,4,0,0,4-5,0,2,8
17954,26030,906.8381278879118,SUBARU,Legacy,4,9,1,5,2.5,135933,4,2,0,4-5,0,12,12
17956,16308,645.0,TOYOTA,ISIS,9,7,0,5,1.8,171000,4,2,0,4-5,0,14,10
17957,51517,730.0,HYUNDAI,Sonata,4,9,1,5,1.6,344193,4,0,1,4-5,0,14,4
17958,20488,862.0,HYUNDAI,H1,9,7,1,1,2.5,45566,4,0,1,4-5,0,14,4
17959,6000,906.8381278879118,OPEL,Combo,17,2,0,1,1.3 Turbo,225000,4,1,1,2-3,0,11,1
17960,15524,650.0,CHEVROLET,Cruze LT,4,9,0,5,1.4 Turbo,263630,4,0,1,4-5,0,11,8
17961,16599,836.0,HYUNDAI,Sonata,10,9,1,5,2,173000,4,0,1,4-5,0,1,4
17962,136000,1575.0,MERCEDES-BENZ,GLE 400,2,4,1,5,3.0 Turbo,99000,6,2,0,4-5,0,14,10
17963,17111,934.0,TOYOTA,Camry,5,9,1,5,2.5,98000,6,2,2,4-5,0,14,8
17964,12544,843.0,TOYOTA,Prius,12,3,0,2,1.5,91000,4,3,1,4-5,0,2,13
17965,30950,639.0,CHEVROLET,Captiva,6,4,1,1,2,104536,4,0,1,4-5,0,7,4
17966,8154,586.0,HYUNDAI,Elantra,8,9,0,5,1.8,74000,4,0,1,4-5,0,1,6
17967,14113,906.8381278879118,FORD,Focus,7,3,0,5,2,136000,4,0,1,4-5,0,4,6
17968,14113,308.0,TOYOTA,Prius,6,4,1,2,1.8,339710,4,0,1,4-5,0,14,12
17969,1300,906.8381278879118,VOLKSWAGEN,Golf,26,3,0,5,1.8 Turbo,555555,4,1,1,4-5,0,1,2
17970,1333,1275.0,JEEP,Compass,1,9,1,5,2.4,29278,4,0,1,4-5,0,1,12
17972,25440,528.0,HYUNDAI,I30,6,3,1,5,1.6,71589,4,0,1,4-5,0,12,4
17973,13172,906.8381278879118,TOYOTA,Aqua,7,3,0,2,1.5,185000,4,3,1,4-5,1,14,4
17974,47120,1399.0,LEXUS,RX 350,10,4,1,5,3.5,114382,4,0,1,4-5,0,12,4
17976,1725,585.0,LEXUS,CT 200h,7,3,1,2,1.8,188194,4,0,1,4-5,0,1,0
17977,17500,906.8381278879118,KIA,Optima,8,9,0,5,2.4,140000,6,2,1,4-5,0,3,10
17978,2117,730.0,NISSAN,Juke,4,4,1,5,1.6,181997,4,0,0,4-5,0,1,0
17979,20005,583.0,HYUNDAI,Elantra,9,9,1,5,1.6,129013,4,0,1,4-5,0,7,4
17980,17249,906.8381278879118,FIAT,500 Abarth,7,1,1,5,1.3 Turbo,91000,4,1,1,2-3,0,1,4
17982,9722,364.0,KIA,Picanto,8,9,1,5,1,50878,4,0,1,4-5,0,14,4
17983,12701,1024.0,HYUNDAI,H1,10,4,1,1,2.5,56765,4,0,1,4-5,0,12,4
17984,11917,474.0,FIAT,500,7,1,1,5,1.4,93000,4,2,1,2-3,0,2,8
17985,16621,645.0,TOYOTA,Prius,9,9,0,2,1.8,171200,4,0,1,4-5,0,7,6
17986,8311,906.8381278879118,NISSAN,Note,15,9,0,5,1.5,16023,3,0,1,4-5,1,14,4
17987,25089,503.0,TOYOTA,Aqua,8,3,1,5,1.5,51440,4,0,1,4-5,0,8,4
17988,2666,521.0,CHEVROLET,Volt,9,3,1,2,1.4,288778,4,0,1,4-5,0,1,0
17989,38609,1091.0,HYUNDAI,H1,4,10,1,1,2.5,121000,4,0,1,4-5,0,14,4
17991,24462,1211.0,HYUNDAI,Veracruz,10,4,1,1,3.0 Turbo,45000,6,0,1,4-5,0,1,14
17992,21012,749.0,HYUNDAI,Sonata,6,9,1,5,2.4,128000,4,2,1,4-5,0,1,12
17994,17249,906.8381278879118,FORD,Transit,12,6,0,1,2.2 Turbo,155126,4,1,1,2-3,0,2,2
17996,29166,906.8381278879118,AUDI,Q5,10,4,1,5,3.2,150000,6,2,0,4-5,0,12,8
17998,7527,906.8381278879118,BMW,525,20,9,1,5,2.5,17000,6,1,2,4-5,1,6,4
17999,9408,640.0,FORD,Fusion,7,9,1,2,2,0,4,0,1,4-5,0,5,8
18000,17719,765.0,HYUNDAI,Grandeur,5,9,1,4,2,81125,4,0,1,4-5,0,12,4
18001,14113,906.8381278879118,MERCEDES-BENZ,320,17,9,1,0,3.2,37000,12,2,2,4-5,0,12,12
18002,2500,906.8381278879118,VOLVO,940,27,9,0,0,2.3,111111,4,1,2,4-5,0,6,0
18003,16308,906.8381278879118,MERCEDES-BENZ,Sprinter,18,6,1,1,2.2,50000,4,1,2,4-5,0,2,6
18004,10349,1267.0,TOYOTA,Aqua,7,3,0,2,1.5,65000,4,0,1,4-5,1,1,12
18006,42337,1017.0,HYUNDAI,Tucson,3,4,1,1,2,49697,4,0,1,4-5,0,7,4
18007,4077,1714.0,MERCEDES-BENZ,GLE 350,3,4,1,5,3.5,39814,6,0,2,4-5,0,1,0
18008,14586,502.0,TOYOTA,Aqua,7,3,1,5,1.5,106500,4,0,1,4-5,0,2,4
18009,15053,765.0,HYUNDAI,Sonata,5,9,1,4,2,272769,4,0,1,4-5,0,12,4
18010,1803,574.0,HONDA,Insight,10,3,1,2,1.3,187312,4,0,1,4-5,0,2,0
18011,18817,609.0,TOYOTA,Camry,2,9,1,2,2.5,35058,4,0,1,4-5,0,14,12
18012,12231,906.8381278879118,HONDA,FIT,7,3,0,2,1.3,112000,4,3,1,4-5,1,14,8
18013,50178,906.8381278879118,MERCEDES-BENZ,ML 350,8,4,1,1,3.0 Turbo,95000,6,2,0,4-5,0,7,8
